datetime,year,name,latitude,longitude,max_wind_knots,category
1997-07-19 18:00:00,1997,DANNY,30.4,-87.9,65,1
1998-08-27 04:00:00,1998,BONNIE,34.4,-77.7,95,2
1998-09-03 06:00:00,1998,EARL,30.1,-85.7,70,1
1998-09-21 04:30:00,1998,GEORGES,17.0,-61.7,100,3
1998-09-21 08:00:00,1998,GEORGES,17.2,-62.6,100,3
1998-09-21 22:00:00,1998,GEORGES,18.1,-65.8,100,3
1998-09-22 12:30:00,1998,GEORGES,18.2,-68.7,105,3
1998-09-23 21:30:00,1998,GEORGES,20.1,-74.5,65,1
1998-09-25 15:30:00,1998,GEORGES,24.5,-81.8,90,2
1998-09-28 11:30:00,1998,GEORGES,30.4,-88.9,90,2
1998-10-29 12:00:00,1998,MITCH,15.9,-85.7,70,1
1999-08-23 00:00:00,1999,BRET,26.9,-97.4,100,3
1999-08-28 07:00:00,1999,DENNIS,26.6,-76.8,75,1
1999-09-14 12:00:00,1999,FLOYD,25.4,-76.3,105,3
1999-09-14 19:00:00,1999,FLOYD,26.3,-77.1,110,3
1999-09-16 06:30:00,1999,FLOYD,33.8,-78.0,90,2
1999-10-15 13:00:00,1999,IRENE,24.6,-81.6,65,1
1999-10-15 20:00:00,1999,IRENE,25.3,-81.1,70,1
1999-10-20 16:00:00,1999,JOSE,17.1,-61.7,80,1
1999-11-17 18:00:00,1999,LENNY,17.4,-64.8,135,4
1999-11-18 18:00:00,1999,LENNY,18.0,-63.3,110,3
1999-11-19 00:00:00,1999,LENNY,18.1,-63.1,85,2
1999-11-19 06:00:00,1999,LENNY,18.0,-62.9,75,1
2000-08-22 06:00:00,2000,DEBBY,17.5,-61.7,65,1
2000-08-22 09:15:00,2000,DEBBY,17.9,-62.8,65,1
2000-08-22 15:00:00,2000,DEBBY,18.5,-64.4,65,1
2000-10-02 23:00:00,2000,KEITH,17.9,-88.0,65,1
2000-10-05 18:00:00,2000,KEITH,22.6,-97.9,80,1
2001-10-09 02:00:00,2001,IRIS,16.3,-88.4,125,4
2001-11-04 18:00:00,2001,MICHELLE,21.5,-81.8,120,4
2001-11-04 23:00:00,2001,MICHELLE,22.1,-81.2,115,4
2001-11-05 12:00:00,2001,MICHELLE,24.3,-78.0,80,1
2001-11-05 18:00:00,2001,MICHELLE,25.4,-76.4,75,1
2002-09-12 04:30:00,2002,GUSTAV,45.6,-60.4,80,1
2002-09-12 09:00:00,2002,GUSTAV,47.6,-58.6,65,1
2002-09-20 21:00:00,2002,ISIDORE,22.0,-84.1,75,1
2002-09-22 21:00:00,2002,ISIDORE,21.3,-89.3,110,3
2002-09-30 14:00:00,2002,LILI,19.7,-79.8,65,1
2002-10-01 11:00:00,2002,LILI,21.3,-83.0,90,2
2002-10-01 14:00:00,2002,LILI,22.1,-84.0,90,2
2002-10-03 13:00:00,2002,LILI,29.5,-92.2,80,1
2003-07-15 15:30:00,2003,CLAUDETTE,28.3,-96.2,80,1
2003-08-16 10:30:00,2003,ERIKA,25.3,-97.4,65,1
2003-09-18 17:00:00,2003,ISABEL,34.9,-76.2,90,2
2003-09-29 03:00:00,2003,JUAN,44.4,-63.8,85,2
2004-08-13 04:30:00,2004,CHARLEY,22.7,-82.6,105,3
2004-08-13 19:45:00,2004,CHARLEY,26.6,-82.2,130,4
2004-08-13 20:45:00,2004,CHARLEY,26.9,-82.1,125,4
2004-08-14 14:00:00,2004,CHARLEY,33.0,-79.4,70,1
2004-08-14 16:00:00,2004,CHARLEY,33.8,-78.7,65,1
2004-08-29 14:00:00,2004,GASTON,33.0,-79.6,65,1
2004-09-02 19:30:00,2004,FRANCES,24.0,-74.5,110,3
2004-09-03 05:30:00,2004,FRANCES,24.6,-75.6,100,3
2004-09-03 10:00:00,2004,FRANCES,25.1,-76.1,95,2
2004-09-04 10:00:00,2004,FRANCES,26.6,-78.2,90,2
2004-09-05 04:30:00,2004,FRANCES,27.2,-80.2,90,2
2004-09-16 06:50:00,2004,IVAN,30.2,-87.9,105,3
2004-09-16 11:00:00,2004,JEANNE,18.6,-68.3,70,1
2004-09-25 14:00:00,2004,JEANNE,26.7,-77.3,100,3
2004-09-26 04:00:00,2004,JEANNE,27.2,-80.2,105,3
2005-07-06 03:00:00,2005,CINDY,29.2,-90.1,65,1
2005-07-08 02:45:00,2005,DENNIS,19.9,-77.6,120,4
2005-07-08 18:45:00,2005,DENNIS,22.1,-80.7,120,4
2005-07-10 19:30:00,2005,DENNIS,30.4,-87.1,105,3
2005-07-14 07:00:00,2005,EMILY,12.0,-61.8,75,1
2005-07-18 06:30:00,2005,EMILY,20.3,-87.4,115,4
2005-07-20 12:00:00,2005,EMILY,24.8,-97.6,110,3
2005-08-25 22:30:00,2005,KATRINA,26.0,-80.1,70,1
2005-08-29 11:10:00,2005,KATRINA,29.3,-89.6,110,3
2005-08-29 14:45:00,2005,KATRINA,30.2,-89.6,105,3
2005-09-24 07:40:00,2005,RITA,29.7,-93.7,100,3
2005-10-04 12:00:00,2005,STAN,18.6,-94.9,70,1
2005-10-21 21:45:00,2005,WILMA,20.6,-86.8,130,4
2005-10-22 03:30:00,2005,WILMA,20.8,-86.9,115,4
2005-10-24 10:30:00,2005,WILMA,25.9,-81.7,105,3
2005-10-30 12:00:00,2005,BETA,12.9,-83.5,90,2
2007-08-21 08:30:00,2007,DEAN,18.7,-87.7,150,5
2007-08-22 16:30:00,2007,DEAN,20.5,-97.0,85,2
2007-09-04 12:00:00,2007,FELIX,14.3,-83.2,140,5
2007-09-13 07:00:00,2007,HUMBERTO,29.6,-94.3,80,1
2007-09-28 05:00:00,2007,LORENZO,20.5,-97.0,65,1
2008-07-23 18:20:00,2008,DOLLY,26.4,-97.2,75,1
2008-07-23 20:00:00,2008,DOLLY,26.4,-97.4,70,1
2008-08-26 18:00:00,2008,GUSTAV,18.1,-72.8,70,1
2008-08-30 18:00:00,2008,GUSTAV,21.6,-82.5,125,4
2008-08-30 22:00:00,2008,GUSTAV,22.4,-83.1,135,4
2008-09-01 15:00:00,2008,GUSTAV,29.2,-90.7,90,2
2008-09-02 00:00:00,2008,HANNA,21.8,-72.3,75,1
2008-09-07 13:00:00,2008,IKE,21.0,-73.2,110,3
2008-09-08 02:00:00,2008,IKE,21.1,-75.7,115,4
2008-09-09 14:00:00,2008,IKE,22.6,-82.9,70,1
2008-09-13 07:00:00,2008,IKE,29.3,-94.7,95,2
2008-09-29 00:00:00,2008,KYLE,43.8,-66.2,65,1
2008-11-09 01:00:00,2008,PALOMA,20.7,-78.0,85,2
2009-11-05 12:00:00,2009,IDA,12.9,-83.6,70,1
2010-07-01 02:00:00,2010,ALEX,24.2,-97.7,95,2
2010-09-04 15:00:00,2010,EARL,44.3,-64.5,65,1
2010-09-17 16:45:00,2010,KARL,19.3,-96.2,100,3
2010-09-21 15:00:00,2010,IGOR,46.6,-53.2,75,1
2010-10-25 00:30:00,2010,RICHARD,17.2,-88.3,85,2
2010-10-30 20:00:00,2010,TOMAS,13.4,-61.2,85,2
2011-08-24 16:00:00,2011,IRENE,22.4,-74.0,100,3
2011-08-25 00:00:00,2011,IRENE,23.5,-75.1,95,2
2011-08-25 09:00:00,2011,IRENE,24.7,-76.2,90,2
2011-08-25 18:00:00,2011,IRENE,26.5,-77.2,90,2
2011-08-27 12:00:00,2011,IRENE,34.7,-76.6,75,1
2012-08-08 01:00:00,2012,ERNESTO,18.7,-87.2,80,1
2012-08-08 03:15:00,2012,ERNESTO,18.8,-87.7,85,2
2012-08-20 05:30:00,2012,GORDON,37.0,-25.1,65,1
2012-08-29 00:00:00,2012,ISAAC,28.9,-89.4,70,1
2012-08-29 08:00:00,2012,ISAAC,29.2,-90.2,70,1
2012-10-24 19:00:00,2012,SANDY,17.9,-76.6,75,1
2012-10-25 05:25:00,2012,SANDY,20.0,-76.0,100,3
2012-10-29 23:30:00,2012,SANDY,39.4,-74.4,70,1
2014-07-04 03:15:00,2014,ARTHUR,34.7,-76.6,85,2
2014-07-04 08:00:00,2014,ARTHUR,35.8,-75.5,85,2
2014-10-12 08:10:00,2014,FAY,32.3,-64.7,70,1
2014-10-13 14:30:00,2014,GONZALO,17.1,-61.8,65,1
2014-10-13 22:45:00,2014,GONZALO,18.1,-63.0,75,1
2014-10-13 23:15:00,2014,GONZALO,18.2,-63.1,75,1
2014-10-18 00:30:00,2014,GONZALO,32.3,-64.8,95,2
2015-10-01 12:00:00,2015,JOAQUIN,23.1,-73.7,115,4
2015-10-02 16:00:00,2015,JOAQUIN,23.6,-74.8,110,3
2015-10-02 21:00:00,2015,JOAQUIN,24.1,-74.5,110,3
2016-08-04 04:00:00,2016,EARL,17.4,-87.8,75,1
2016-08-04 06:00:00,2016,EARL,17.4,-88.3,75,1
2016-09-02 05:30:00,2016,HERMINE,30.1,-84.1,70,1
2016-10-04 11:00:00,2016,MATTHEW,18.3,-74.3,130,4
2016-10-05 00:00:00,2016,MATTHEW,20.1,-74.3,115,4
2016-10-07 00:00:00,2016,MATTHEW,26.7,-79.0,115,4
2016-10-08 15:00:00,2016,MATTHEW,33.0,-79.5,75,1
2016-11-24 17:30:00,2016,OTTO,11.0,-83.8,100,3
2017-08-10 05:00:00,2017,FRANKLIN,20.0,-96.6,70,1
2017-08-26 03:00:00,2017,HARVEY,28.0,-96.9,115,4
2017-08-26 06:00:00,2017,HARVEY,28.2,-97.1,105,3
2017-09-06 05:45:00,2017,IRMA,17.7,-61.8,155,5
2017-09-06 11:15:00,2017,IRMA,18.1,-63.1,155,5
2017-09-06 16:30:00,2017,IRMA,18.5,-64.4,155,5
2017-09-08 05:00:00,2017,IRMA,21.5,-73.0,135,4
2017-09-09 03:00:00,2017,IRMA,22.3,-77.9,145,5
2017-09-09 03:00:00,2017,KATIA,20.6,-97.1,65,1
2017-09-10 13:00:00,2017,IRMA,24.7,-81.5,115,4
2017-09-10 19:30:00,2017,IRMA,25.9,-81.7,100,3
2017-09-19 01:15:00,2017,MARIA,15.4,-61.3,145,5
2017-09-20 10:15:00,2017,MARIA,18.0,-65.9,135,4
2017-10-08 00:00:00,2017,NATE,29.1,-89.2,75,1
2017-10-08 05:20:00,2017,NATE,30.4,-89.0,65,1
2017-10-16 11:00:00,2017,OPHELIA,51.9,-10.4,65,1
2018-09-14 11:15:00,2018,FLORENCE,34.2,-77.8,80,1
2018-10-10 17:30:00,2018,MICHAEL,30.0,-85.5,140,5
2019-07-13 15:00:00,2019,BARRY,29.6,-92.2,65,1
2019-08-28 15:30:00,2019,DORIAN,17.8,-64.6,65,1
2019-08-28 18:00:00,2019,DORIAN,18.4,-65.1,70,1
2019-09-01 16:40:00,2019,DORIAN,26.5,-77.0,160,5
2019-09-02 02:15:00,2019,DORIAN,26.6,-77.8,155,5
2019-09-06 12:30:00,2019,DORIAN,35.2,-75.6,85,2
2020-07-25 22:00:00,2020,HANNA,26.8,-97.3,80,1
2020-07-25 23:15:00,2020,HANNA,26.7,-97.5,80,1
2020-07-31 09:00:00,2020,ISAIAS,20.9,-73.4,70,1
2020-08-01 13:00:00,2020,ISAIAS,24.4,-77.7,70,1
2020-08-04 03:10:00,2020,ISAIAS,33.9,-78.5,80,1
2020-08-27 06:00:00,2020,LAURA,29.8,-93.3,130,4
2020-09-03 06:00:00,2020,NANA,16.8,-88.3,65,1
2020-09-14 08:50:00,2020,PAULETTE,32.3,-64.7,85,2
2020-09-16 09:45:00,2020,SALLY,30.3,-87.7,95,2
2020-10-03 16:45:00,2020,GAMMA,20.2,-87.4,65,1
2020-10-07 10:30:00,2020,DELTA,20.8,-86.9,90,2
2020-10-09 23:00:00,2020,DELTA,29.8,-93.1,85,2
2020-10-27 03:55:00,2020,ZETA,20.4,-87.4,75,1
2020-10-28 21:00:00,2020,ZETA,29.2,-90.6,100,3
2020-11-03 21:00:00,2020,ETA,13.8,-83.5,120,4
2020-11-17 03:40:00,2020,IOTA,13.6,-83.5,125,4
2021-08-19 09:45:00,2021,GRACE,20.1,-87.5,75,1
2021-08-21 05:30:00,2021,GRACE,20.6,-97.1,105,3
2021-08-27 18:00:00,2021,IDA,21.5,-82.6,70,1
2021-08-27 23:25:00,2021,IDA,22.4,-83.2,70,1
2021-08-29 16:55:00,2021,IDA,29.1,-90.2,130,4
2021-09-11 03:30:00,2021,LARRY,47.3,-54.6,70,1
2021-09-14 05:30:00,2021,NICHOLAS,28.7,-95.7,65,1
2022-09-18 19:20:00,2022,FIONA,18.0,-67.1,75,1
2022-09-19 07:30:00,2022,FIONA,18.4,-68.5,80,1
2022-09-20 11:00:00,2022,FIONA,21.4,-71.1,100,3
2022-09-24 07:00:00,2022,FIONA,45.2,-61.2,85,2
2022-09-27 08:30:00,2022,IAN,22.2,-83.7,110,3
2022-09-28 02:00:00,2022,IAN,24.6,-82.9,110,3
2022-09-28 19:05:00,2022,IAN,26.7,-82.2,130,4
2022-09-28 20:35:00,2022,IAN,26.8,-82.0,125,4
2022-09-30 18:05:00,2022,IAN,33.3,-79.2,70,1
2022-10-09 07:15:00,2022,JULIA,12.4,-83.6,75,1
2022-11-02 21:30:00,2022,LISA,17.4,-88.3,80,1
2022-11-09 23:00:00,2022,NICOLE,26.6,-78.2,65,1
2022-11-10 07:45:00,2022,NICOLE,27.6,-80.3,65,1
2023-08-30 11:45:00,2023,IDALIA,29.9,-83.6,100,3
2023-10-22 01:15:00,2023,TAMMY,17.6,-61.8,80,1
